SampleName,FullSampleID,Fraction,Date_206Pb238U_Th,Date_206Pb238U_Th_2sigma,Date_207Pb235U,Date_207Pb235U_2sigma,Date_207Pb206Pb_Th,Date_207Pb206Pb_Th_2sigma,Pbrad,Pbc,Pbrad_Pbc,Th_U,Th_U_magma,Ratio_206Pb204Pb,Ratio_208Pb206Pb,Ratio_206Pb238U,Ratio_206Pb238U_2sigma,Ratio_207Pb235U,Ratio_207Pb235U_2sigma,Ratio_207Pb206Pb,Ratio_207Pb206Pb_2sigma,Corr_coef
RBCT,RBCT2,z1,267.0541459,0.22966049,266.9588294,3.052422631,266.1226966,  29.12798977130221,7.90014331724972766432301555011896250157034934010410489389597584409312856,0.44755484816680310617792834163224947083704456932766806149193545190687144,17.65178804,0.53248196,1.613468504,1088.782599,0.168215326,0.042285503,0.087469886,0.300715377,1.300293502,0.051600821,1.268912985,0.383451451
RBCT,RBCT2,z2,65.76468892,0.082835184,65.74151288, 1.516837528551280,64.89803127,  55.440945237014240,2.03691988447377954937044441982253013995694625630132436065093534624765512,0.17571626387543635780902348527562130525985479808371118734745924575234488,11.59209648,0.860353972,2.606772136,666.4852169,0.274948891,0.01024263,0.125160734,0.066887498, 2.382773877285160,0.047383371, 2.327689752556920,0.4595246741171579
RBCT,RBCT2,z3,66.92869386,0.313231639,63.51280085,7.276877679,-63.39944862, 282.293959774677460,0.35960427142736406128005278806365476496363192633608298805793060764606208,0.15453019660749484353397349747522627536815458808092447126312872035393792,2.327080916,0.815905095,2.472052502,150.3180493,0.26072294,0.010425064,0.471606441,0.064548304,11.819407270913000,0.044926086,11.568252180207520,0.5467504909996653
RBCT,RBCT2,z4,66.09166439,1.300603291,71.18730492,30.40856675128863,245.9089757, 993.85106023339300 ,1.0225176271252792686279343580192421728555412693320035103848378960983744,1.8398845069156419485149932561099651922980448043096852034282411439016256,0.555750985,0.903449932,2.737404933,49.23143864,0.288714756,0.010293873,1.984462054,0.072624895,44.23116671934540 ,0.051191656,43.14810954253040 ,0.5615135969365863
RBCT,RBCT2,z5,66.32432213,0.450339034,67.25008278,10.47522900780462,100.3097305, 372.283226177030560,0.16468045732068612875445443368554936680449711034507410090731218670816000,0.10560598125595123567023010568908042304819531951727964816854381329184000,1.559385703,0.76876802,2.329180732,107.6760737,0.245670575,0.010330337,0.684605411,0.068473767,16.098049555769660,0.048095252,15.735927752911680,0.5442163820549528
RBCT,RBCT2,z7,66.06584578,0.310091027,64.67430422,7.423451873,13.48054176, 279.01874377514280 ,0.78909782633203188943283542957397188173762153314361202213384972613694468,0.34370097686447291457089817044247200605201103910062064387750216186305532,2.295884735,1.01740402,3.082843952,142.2663748,0.325131566,0.010289827,0.472850811,0.065766745,11.847638747235340,0.046375732,11.603417294672380,0.5310258710793665
RBCT,RBCT2,z8,66.19285694,0.93373516,61.41473817,22.75841698888266,-121.1115082, 923.64545579541740 ,0.31116480624056638673945342549544017956353041276350271049364877901398016,0.43722265188910046708414917844270839813887460957842708483122187698601984,0.711685007,0.764933701,2.31755869,59.41430663,0.244447504,0.010309733,1.423161546,0.062350924,38.18890867451720 ,0.043882156,37.43063032575540 ,0.5461463300296925
RBCT,RBCT2,z11,66.27047327,1.771193348,57.95882315,42.30181739140863,-273.401692,1872.99027516826700 ,0.10370309567539233727269315006022365329049395672098422902315618208645120,0.27082679284742714922599208138330857694868426527423340007561373791354880,0.382912985,0.739219544,2.239624829,40.73719037,0.236228831,0.010321898,2.696787315044880,0.058741297,75.08884715165720 ,0.041293003,73.65981345047740 ,0.5428146385796211
RBCT,RBCT2,z12,65.63677754,0.191079835,63.11264792,4.601511239,-31.6017814, 178.686777051096260,1.55904213964259136680083779882337637094490680620882122167739103979418512,0.43220162087314786491860429548693228833855539332608543043601395220581488,3.607210303,0.935290176,2.833919338,216.8559009,0.298899419,0.010222584,0.292899099,0.064128859, 7.519886526895280,0.045518223, 7.367350673673120,0.5347349244028141
RBCT,RBCT2,z13,66.05522484,0.277822249,67.57176809,6.523207778,121.5998434, 229.934119097258920,0.4518663865834401452856195708582874910230519449916773265718199799519440,0.1841761851575623570992336142460463711552343214434036544314664200480560,2.453446336,0.740426327,2.243280871,159.7062718,0.236618027,0.010288163,0.423691189,0.068812325, 9.978528907223240,0.048531184, 9.757428825060220,0.5371674353741879
RBCT,RBCT2,z15,829.8292234,0.284403668,834.2122621,1.231837456,845.9029571,4.340038931,35.6178192866521084450448871457680359568897300969591561697365804058425264,0.4116065258248617991991862121278666804408096914144749002396698341574736,86.53366031,0.434742035,1.317368136,5350.405888,0.13321159,0.137368538,0.036400386,1.274076296,0.216537486,0.067297765,0.206097679,0.2975087897143294
RBCU,RBCU,z1,66.33013991,0.107063442,65.79895362,2.295201159,46.52411718,  84.242830885092020,1.87696598568038112516495253394998985953696464324100567677745942932169200,0.27798936367373841558344249928266185903034623973657093979838777067830800,6.751934538,0.585582952,1.774023022,423.1394356,0.187131145,0.01033125,0.160026832,0.066947854, 3.602445158068400,0.047019485, 3.524689106269040,0.5019361939244271
RBCU,RBCU,z2,66.00781794,0.094401953,65.36293344,1.049737279,41.81656508,  38.44224992342307,2.91584446595339373822636446348829755198592448859987486422026670386040896,0.18170121617892721961368075623200644996858525837720607267229803213959104,16.04746808,0.579005136,1.754087839,981.828747,0.18503327,0.010280733,0.140692735,0.066489789,1.658259347,0.046927229,1.606467781,0.4025065957194956
RBCU,RBCU,z3,66.28845259,0.111843614,65.08585442,2.307506014,21.08936238,  85.89349300256665,1.16322690998429564475320241076812877785227813195075117216304705242050320,0.16634258293195878178812461362211396317235320589161704843851006757949680,6.992959286,0.634679754,1.922805416,432.4442131,0.202821299,0.010324716,0.167877958,0.066198804, 3.660167650526620,0.046522827, 3.576632494583180,0.5139818616010116
RBCU,RBCU,z4,66.02663469,1.282603928,57.23482503,31.543221411125320,-296.909844,1421.55351022037880 ,0.37384030331312106558701963461956332833171929916394480715997849090086120,0.73272803984086164500467953669306174133617807387880674413085142909913880,0.510203354,0.790720955,2.395715463,47.73310597,0.252691195,0.010283682,1.959695668,0.057986652,56.67979688283740 ,0.040914143,55.64432097332780 ,0.5408421975495802
RBCU,RBCU,z6,2159.446089,1.015296073,2346.316375,0.95944899,2513.017861,1.434687322,43.64373313895419233415368937045918125298468084889749371922626537047614488,0.46021745719092687574508517965169177479236534690630204999983283752385512,94.83285012,0.609668911,1.847470588,5254.321218,0.173493403,0.397906789,0.055326949,9.082181745,0.104895368,0.165616231,0.078842853,0.5842792577002595
RBCU,RBCU,z11,64.34169853,0.399934311,57.51364523,9.019844037,-218.3966086, 397.85281539227540 ,3.1672678588602529850681610291446034059802335609194296528227465829616896,1.8088623835833443206010831082186580043503271413617665141324847770383104,1.750972262,0.676660352,2.05001464,121.4482831,0.216266358,0.01001965,0.626550125,0.058277211,16.131316067002560,0.042202702,15.817997349219380,0.5145808086096084
RBCU,RBCU,z12,65.58443477,0.918599461,58.26705726,22.82902193060580,-233.098423, 998.11822337890740 ,3.0319974385324480411149699579356435143533453466123068745541914280488320,4.2897197716544755943963188685363552247320254197429189906332197719511680,0.706805479,0.84304765,2.554314189,58.41588637,0.269421601,0.010214382,1.412667343,0.059062742,40.31488997255460 ,0.041956145,39.57001099514000 ,0.5399253351460971
RBCU,RBCU,z13,65.75693731,0.126668402,64.60547488,2.74724087,22.15686576, 102.86461733917071,1.38850509227464416880807288309125516500994216736379995768245983049348000,0.21663288517966957762683270029717885015553124352797403750550816950652000,6.409484373,1.052406174,3.188955772,361.0227315,0.336324465,0.010241415,0.193398837,0.065694503, 4.389049950433300,0.04654394, 4.284676497344760,0.5546669031353464
RBCU,RBCU,z14,66.05450935,0.836630079,63.8148018,6.051071258,-19.40190026, 230.601731482628020,1.1862959212514949738724822649937094122313310740324410189546889722412500,0.4465184186932403250524770505717053107907245149334140598692710277587500,2.656768168,0.709774528,2.15038381,172.9224522,0.226822648,0.010288051,1.274523131,0.064864975, 9.783328605902340,0.045747906, 9.529638441558080,0.261561141
RBCU,RBCU,z16,65.56859856,0.530799738,59.93646404,12.92502987117410,-159.6846052, 541.4203734090940  ,0.56181232161445230264567387385905348342443845489985174246873926983858240,0.46534071714958269508708422951585428441456784279233165691985657016141760,1.207313912,0.68247887,2.067657103,89.3477417,0.218107181,0.0102119,0.81668578,0.060805395,22.20727382740260 ,0.043204562,21.77616604137160 ,0.5411093453652108
RBCU,RBCU,z17,66.07629046,0.594053744,63.44527864,13.932447694280020,-34.72096826, 537.594230350805520,0.36771091281930580809170238322898791611771041113919673297477029076404616,0.31300222192426962611900285110756586070304295175344160608079796523595384,1.174786909,0.735095024,2.227123127,86.4085891,0.234913957,0.010291464,0.90694373,0.064477515,22.65299925637200 ,0.04545939,22.15142943370820 ,0.5669032362012336
RBCU,RBCU,z18,81.69497896,1.478769183,87.04975065,34.50557031517453,236.4941993, 931.65257968351980 ,0.13500502326544837423264282441884320984991560407359809863427312301544140,0.23786014966762862575348816508786709969170031536659303932843111698455860,0.567581511,0.723249511,2.191307946,51.31246879,0.23088829,0.012742243,1.827458733,0.089513152,41.36232343033560 ,0.050972208,40.37886776355220 ,0.5538409748759138
RBCU,RBCU,z19,65.84297502,0.113136115,65.64278568,1.698374515,58.35130692,  62.21311991530060 ,1.82125089829696624477631017127613618445945103388666286629539936140053096,0.16505405719770155713666722632914003134855340616276524166705977459946904,11.03426919,1.177712567,3.568864029,591.1218398,0.376367203,0.010254898,0.172339811,0.066783768, 2.671831309082320,0.047253291, 2.609014162210460,0.39132511347536436
RBCU,RBCU,z20,66.62109944,0.873047185,59.94107601,20.54612406443946,-199.4307851, 867.210080821555140,0.26907086179567835276537105104020863003894500140631874058573339255470976,0.34465410824069507017220348566571790597794207375612444545140462344529024,0.780698258,0.661928679,2.005385678,64.60822392,0.211524197,0.010376852,1.322417244,0.060810214,35.29889889630040 ,0.042520991,34.60840649779460 ,0.5357577078229864
RBCU,RBCU,z21,65.90362764,0.096667605,65.06656318,1.963018875,34.38776181,  72.92090711814521,2.12064044243878390787485003502085204704607723360988881355200261538517472,0.26047356682433088655909265306491208132266892991310755173690733661482528,8.141480413,0.666024088,2.017791972,496.4539169,0.212843554,0.010264405,0.145467069,0.066178548, 3.114635815219860,0.046781695, 3.044047300180140,0.5019519428261201
RBCU,RBCU,z22,65.96404956,0.416130614,64.48996323, 9.712159877438620,10.12267575, 365.897205296789460,0.42644209634872584975543281359973421388310574297400979038173042078318948,0.25256304305310167170789149100233914868327028845799256753870554721681052,1.688458023,0.819534114,2.483046293,113.9767493,0.261900174,0.010273873,0.635948674,0.065573275,15.543268888620620,0.046311105,15.206234482960940,0.5446296251274286
RBCU,RBCU,z23,66.17356485,0.535647328,63.61427735,6.840543116,-31.6509375, 262.545059261282360,0.48556915006424328902015007825202462425631892862554732009306566334774232,0.19122769850903244301936800885498040277852572790121008133988364865225768,2.539219757,0.728714815,2.207787026,165.4166704,0.232873457,0.01030671,0.814883364,0.0646547,11.093519468374600,0.045516886,10.824275416034820,0.3630684957029479
RBCU,RBCU,z24,106.4881512,0.382844537,140.5594552,6.968662915,762.9261647, 108.557209467559160,1.40317327617846122972779756064231410802885979189697384288373943931649700,0.37275675831902280076004477827851603733022571736567781080622576068350300,3.764313443,1.041316408,3.155400698,217.7125829,0.331920917,0.016644834,0.362863356,0.148469262, 5.308873440995020,0.064721648, 5.149511944377500,0.46648945586744994
RBCU,RBCU2,z1,65.73298494,0.252683316,62.94036772,4.762338707,-42.01860616, 185.14250442205040 ,1.89057795690856514380581583533733824510483573777570019352475033261888,0.55865403590002458918118361527388240631640761380598910024645766738112,3.384165934,0.688293288,2.0852795,216.3205341,0.219962822,0.010237662,0.386728095,0.063948323, 7.803361807247360,0.045323231, 7.617894091671380,0.498488493
RBCU,RBCU2,z2,66.12605216,0.069367506,65.85092058,1.15460674,55.86479257,  42.23004281411991,1.72041979922686142771007726912544069286649161168099660213263805309981760,0.12780535740195794509790115912226031361347820171265461958299330690018240,13.46124947,0.49294767,1.493318653,845.0029827,0.15753049,0.010299264,0.099357606,0.067002461,1.81083484,0.047203811,1.769391803,0.43686069134451305
RBCU,RBCU2,z3,65.94381285,0.159918479,65.5859399,3.749344821,52.54830798, 137.93791813262760 ,3.90288137052867518469245927060421366370237996423978656925489834820932608,0.84899622046362996769644808822508885497697071618947735777196577979067392,4.597053881,1.09603308,3.321220531,261.6171234,0.350262026,0.010270701,0.243865027,0.066724046, 5.903304485905960,0.047138392, 5.778782381938140,0.5255247755077017
RBCU,RBCU2,z4,66.05056309,0.089449903,66.39456449,1.250476995,78.80910326,  45.05897673802822,2.08967534809602776513246620048416615661398342535009373994622338442329216,0.14002119195064070849976672071658724767049675107345793924911447157670784,14.92399343,1.138217806,3.449117768,799.7027476,0.363740398,0.010287431,0.135429484,0.067573896,1.945650297,0.047661148,1.896717619,0.38958723130802475
RBCU,RBCU2,z5,65.85466351,0.043133827,65.70638552,0.739344607,60.30977041,  27.14579314347619,4.24128724545764057274375474927940019100292857801184090694471299946800128,0.17286858938685094155780373053364850529340248594283986398300744853199872,24.53474781,1.130698608,3.426320321,1305.269235,0.361342429,0.01025673,0.064008255,0.066850589,1.1620247,0.047292123,1.138366213,0.3863552255078155
RBCU,RBCU2,z6,65.78134857,1.059158567,57.09527274,26.37605738372910,-293.7681244,1191.06489021124880 ,1.8668744457203306144269847928546637000587742436144285528322931669462980,3.1978913552264048855033619248102977118753339853105789765176836330537020,0.583782949,0.643267152,1.948825704,53.20712701,0.205572799,0.010245241,1.625419968,0.057841255,47.50756411361840 ,0.040964532,46.65000392868600 ,0.5399313742116243
RBCU,RBCU2,z7,66.0296357,0.091527784,66.39465196,1.881316091,79.56871695,  68.109178814091560,1.70716725987802227319421593629920355912268921071071605182276008574960336,0.17509193721823125581321142182851071537721469391731342417868049025039664,9.750119206,1.149442901,3.483151242,527.5931221,0.367328141,0.010284151,0.138755579,0.067573988, 2.927185832455680,0.047676413, 2.867712734883700,0.44667546235200506
RBCU,RBCU2,z8,65.84352141,0.039769337,65.8572394,0.497359911,66.35569214,  18.03346119579937,5.3146601199389875862744775574080753427918205046857368990582510175342880,0.1420064997021673484589973268605584682692795340916000229981697824657120,37.42547088,1.207556918,3.659353713,1947.272445,0.385904693,0.010254983,0.058950789,0.067009101,0.779965144,0.047412332,0.756638477,0.4161825006181094
RBCU,RBCU2,z9,72.52070303,0.060768728,78.0939705,0.606370045,252.1511276,  18.08539192431499,4.18895959415672682211511767288846402950416677758407282070091146381542400,0.14325114147383612064112240427401235559162665753793306121888373618457600,29.24206782,0.575113891,1.742339075,1769.462169,0.183708005,0.011301959,0.079485524,0.079945792,0.806703939,0.05132564,0.78483344,0.31252028708963936
RBCU,RBCU2,z10,65.92955565,0.054398866,65.81904491,0.722161106,61.80328111,  26.32613137787611,4.73894311459789022841899619543089281761424722682816922897562645949551240,0.19086041468101554822264799128490141696253442063292891957149338050448760,24.82936612,1.03056811,3.122751429,1351.178841,0.329341545,0.010268467,0.081231268,0.066968966,1.133136892,0.047321714,1.104224355,0.3815425755504304
RBCU,RBCU2,z11,66.22460153,0.078005075,66.39438623,0.688631311,72.51729018,  24.70678397331525,3.25530899814889309678647430960013541454513240161467393270919110793687000,0.11649339651114717695226783417848072494596682373379425076400089206313000,27.94415045,0.576411604,1.746230213,1696.238492,0.184201662,0.010314709,0.114484774,0.067573708,1.071462491,0.047534975,1.037886433,0.33784026588020055
RBCU,RBCU2,z12,65.76106491,0.098242267,64.50841112,2.0107698,18.27907509,  75.512321474680880,1.96773740863800957442421981482354210177542996800331976686563300352000,0.22310059521668697763703867157339617590491992599661452480745499648000,8.819955889,1.108109858,3.357834623,483.8020915,0.354125956,0.010242061,0.149646399,0.065592634, 3.217129764313140,0.046468664, 3.142979681318360,0.5119617593609638
RBCU,RBCU2,z13,66.12868092,0.365564465,64.60794623,3.935370276,8.633424136, 143.328737069999340,4.5652642001718909181674645258556612166867366175649240421246528083454784,0.7955479586857793930617749396362778023834559674580163585708086316545216,5.738515385,0.729505945,2.210184427,350.1592434,0.233127006,0.010299675,0.556283627,0.065697097, 6.286997620196560,0.046282321, 5.954288192910700,0.6263586137788769
RBCU,RBCU2,z14,65.77707868,0.081673007,65.13862966,0.877365047,41.74597578,  32.10039692003445,2.76100331542602194374694154491339983819320971979377219589493155244633920,0.11812104284159030098820513893802503269673203040305679328253116755366080,23.37435608,1.057701701,3.205010075,1265.533345,0.338016307,0.010244571,0.12384296,0.066254222,1.390585266,0.046925862,1.341599044,0.430072577
RBCV,RBCV-A,z1,65.51719855,0.20199134,64.33191442,4.607113248,20.45637419,173.535818666748520,0.84640100987931844287851336229918261524168496851306666754518428533614400,0.23519369602608457995590384138556106139049621871480331213564611466385600,3.598740205,0.786290974,2.3822854,223.5515739,0.251284453,0.010203845,0.310137758,0.065407426,7.390735095118260,0.046511169,7.225899751584060,0.5463127796501721
RBCV,RBCV-A,z2,64.93787672,0.363102012,60.29883989,5.345467242,-120.2553928,217.159823493026440,0.673668168643229909635027841086522583826476351577363260741560853841000,0.171816744486467704731661767549817813025224575889494896636923146159000,3.920852829,0.629098244,1.905881082,251.4497231,0.201056652,0.010113064,0.563238419,0.061184049,9.130787973824820,0.043898482,8.801066459033780,0.6055725255410591
RBCV,RBCV-A,z3,65.66927222,0.152430923,65.90668477,3.098500246,74.53472534,112.931320189243040,1.39692179114202946593126498394359321196927704598737391465557203868696480,0.28203776161059149946990939639725842745874219729729668939465964131303520,4.95296014,0.561959922,1.702433563,317.0524883,0.179590361,0.010227677,0.232007729,0.067061062,4.855572793914420,0.047575949,4.750018712436600,0.4734318846431437
RBCV,RBCV-A,z8,65.37366631,0.152114561,63.30528541,3.306931923,-14.21780619,127.472871011204160,1.0586839521832158114648062771988964098161817846796682701295100643837296,0.2193017186057522497278551926210186042366566818777624197561148956162704,4.827522369,0.712021467,2.157188864,298.8472917,0.227551539,0.010181353,0.233330574,0.064330763,5.388318451273420,0.045846615,5.272888376928800,0.5106348299000905
RBCV,RBCV-A,z9,65.41392405,0.075328309,64.40525812,1.559827298,27.08285811, 58.67064491515531,2.9825296876774408371045155585072994198074015581770575302768860680693880,0.2650148284372217541433232755509914695109235826397307231760115319306120,11.25419927,1.014034072,3.072625767,625.2368183,0.324069415,0.010187661,0.114653421,0.065484386,2.499516078244620,0.046639872,2.445919210646760,0.48353160908819154
RBCV,RBCV-A,z11,65.53951391,0.1299492,65.18018394,2.930309605,52.00759132,108.272394474914740,1.18960815328081849409011220465233015566343769340816369774499757922354720,0.20073264552478755774366394126095431624252892678203503705339794077645280,5.926331266,1.032500729,3.128609264,336.5464172,0.329968159,0.010207342,0.199090611,0.066297859,4.641545706194700,0.047128035,4.535412868342000,0.5478722819125834
RBCV,RBCV-B,z1,65.34207883,0.121514056,64.02015951,2.41123729,14.87593638,  91.372926994343480,2.28581490494945566110922909555479393756523769835514765136779328054634468,0.32549605526956795402213046003251647510824191304595702504912020745365532,7.022557933,0.92638,2.806908443,405.1542241,0.296058031,0.010176402,0.186354716,0.065080363, 3.886354872779000,0.046403395, 3.800661093961060,0.4780120228178523
RBCV,RBCV-B,z2,65.48806316,0.055663664,65.63306925,0.990433886,70.92298597,  36.27283710785595,3.31428495606561275643813550853979921336144630393439549481244599249565120,0.21378044320652012522346498786561123907808888614905067779918792750434880,15.50321866,0.532863895,1.614264972,960.0729418,0.170294053,0.01019928,0.078715183,0.06677356,1.55834386,0.047503878,1.523971789,0.45275842523206783
RBCV,RBCV-B,z3,65.58076225,0.128361429,65.76456029,1.95771463,72.45720257,  70.977426404865160,1.32589229627988767767066478526784307747864437194355586850810309805278720,0.13926278148369775306707881878883820736010541771313566690717242194721280,9.520794301,1.035998224,3.139212412,528.8333627,0.331084946,0.010213806,0.196360344,0.066911715, 3.074296853147260,0.047534467, 2.984436647672480,0.48199371805899904
RBCV,RBCV-B,z4,64.61591326,0.974801949,47.23956654,21.876447090833320,-766.3417871,1311.75977751909660 ,0.71284554556240155353490981356001396812857618120851088745945328766512000,0.98049606099980434053980624902133575637156346624493665729613871233488000,0.727025405,0.589045532,1.784503181,62.5537175,0.188260273,0.010062616,1.52308547,0.047623103,47.39518835465160 ,0.034340046,46.56398994246420 ,0.5570083886705715
